date,price,merchant,product
2026-05-08 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-09 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-10 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-11 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-12 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-13 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-14 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-15 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-16 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-17 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-18 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-19 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-20 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-21 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-22 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-23 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-24 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-25 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-26 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-27 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-28 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-29 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-30 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-05-31 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-01 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-02 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-03 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-04 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-05 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-06 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-07 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-08 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-09 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-10 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-11 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-12 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-13 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-14 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-15 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-16 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-17 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-18 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-19 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-20 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-21 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-22 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-23 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-24 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-25 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-26 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-27 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-28 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-29 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-06-30 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-01 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-02 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-03 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-04 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-05 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-06 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-07 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-08 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-09 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-10 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-11 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-12 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-13 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-14 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-15 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-16 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-17 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-18 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-19 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-20 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-21 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-22 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-23 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-24 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-25 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-26 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-27 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-28 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-29 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-30 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-07-31 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-01 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-02 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-03 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-04 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-05 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-06 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-07 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-08 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-09 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-10 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-11 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-12 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-13 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-14 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-15 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-16 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-17 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-18 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-19 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-20 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-21 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-22 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-23 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-24 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-25 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-26 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-27 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-28 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-29 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-30 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-08-31 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-01 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-02 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-03 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-04 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-05 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-06 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-07 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-08 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-09 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-10 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-11 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-12 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-13 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-14 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-15 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
2026-09-16 21:46:14.416458,85000.0,DemoSource,Samsung Galaxy S25 Ultra 5G (12GB/256GB)
